value,count,percentage,source,column
Terms of use,5,0.5574136008918618,All,Data Upload License Name
Copyright,4,0.4459308807134894,All,Data Upload License Name
Submit,4,0.4459308807134894,All,Data Upload License Name
Contribute Data,4,0.4459308807134894,All,Data Upload License Name
Guide to contributors,4,0.4459308807134894,All,Data Upload License Name
Submission,4,0.4459308807134894,All,Data Upload License Name
CC-BY,4,0.4459308807134894,All,Data Upload License Name
Distribution License Agreement,4,0.4459308807134894,All,Data Upload License Name
Deposit data,4,0.4459308807134894,All,Data Upload License Name
Submitting Data,3,0.3344481605351171,All,Data Upload License Name
Submit data,3,0.3344481605351171,All,Data Upload License Name
TCAG Facilities Terms and Conditions,3,0.3344481605351171,All,Data Upload License Name
submit data,3,0.3344481605351171,All,Data Upload License Name
Deposit Agreement,3,0.3344481605351171,All,Data Upload License Name
"Harvard Dataverse General Terms of Use, User uploads",3,0.3344481605351171,All,Data Upload License Name
Deposit License,3,0.3344481605351171,All,Data Upload License Name
Publishing Data,3,0.3344481605351171,All,Data Upload License Name
Data Upload Disclaimer,3,0.3344481605351171,All,Data Upload License Name
Data submission,3,0.3344481605351171,All,Data Upload License Name
Submission guidelines,3,0.3344481605351171,All,Data Upload License Name
Submission of Data,3,0.3344481605351171,All,Data Upload License Name
Deposit agreement,3,0.3344481605351171,All,Data Upload License Name
Harvard Dataverse General Terms of Use,2,0.2229654403567447,All,Data Upload License Name
Deposition License Agreements,2,0.2229654403567447,All,Data Upload License Name
Submission Form,2,0.2229654403567447,All,Data Upload License Name
Uploading Data,2,0.2229654403567447,All,Data Upload License Name
Depositing Data,2,0.2229654403567447,All,Data Upload License Name
Deposit Licence Agreement,2,0.2229654403567447,All,Data Upload License Name
CLARIN Deposition & License Agreement,2,0.2229654403567447,All,Data Upload License Name
Data Upload,2,0.2229654403567447,All,Data Upload License Name
Publikationsvertrag,2,0.2229654403567447,All,Data Upload License Name
Open Data Commons,2,0.2229654403567447,All,Data Upload License Name
Depositing data,2,0.2229654403567447,All,Data Upload License Name
User Submission Data Usage License Agreement,2,0.2229654403567447,All,Data Upload License Name
Submitting data,2,0.2229654403567447,All,Data Upload License Name
Depositor Agreement,2,0.2229654403567447,All,Data Upload License Name
How to submit data,2,0.2229654403567447,All,Data Upload License Name
License Agreement,2,0.2229654403567447,All,Data Upload License Name
Share Data,2,0.2229654403567447,All,Data Upload License Name
Data Sharing,2,0.2229654403567447,All,Data Upload License Name
deposit data,2,0.2229654403567447,All,Data Upload License Name
Submissions,2,0.2229654403567447,All,Data Upload License Name
OGL,2,0.2229654403567447,All,Data Upload License Name
Upload,2,0.2229654403567447,All,Data Upload License Name
Contributing Data,2,0.2229654403567447,All,Data Upload License Name
Cell Line Registration Quick-Start Guide,2,0.2229654403567447,All,Data Upload License Name
Terms and Conditions,2,0.2229654403567447,All,Data Upload License Name
MIT License,2,0.2229654403567447,All,Data Upload License Name
How to deposit research data in the University of Guelph Research Data Repositories,2,0.2229654403567447,All,Data Upload License Name
Terms and conditions,2,0.2229654403567447,All,Data Upload License Name
How to Contribute Data,2,0.2229654403567447,All,Data Upload License Name
Política de depósito,2,0.2229654403567447,All,Data Upload License Name
Deposit Policy,2,0.2229654403567447,All,Data Upload License Name
Submission Agreement,2,0.2229654403567447,All,Data Upload License Name
Submission Guide,2,0.2229654403567447,All,Data Upload License Name
Terms of Deposit,2,0.2229654403567447,All,Data Upload License Name
Data Submission and Release on EuPathDB Databases,2,0.2229654403567447,All,Data Upload License Name
DataverseNO Deposit Agreement,2,0.2229654403567447,All,Data Upload License Name
Data Deposit Agreement,2,0.2229654403567447,All,Data Upload License Name
Terms of Service,2,0.2229654403567447,All,Data Upload License Name
Resource Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
How to share data,1,0.1114827201783724,All,Data Upload License Name
IGB data policy for environmental field data,1,0.1114827201783724,All,Data Upload License Name
Deposit license - research data,1,0.1114827201783724,All,Data Upload License Name
Revised Data Submission Guidelines,1,0.1114827201783724,All,Data Upload License Name
Freedom of Information and Protection of Privacy,1,0.1114827201783724,All,Data Upload License Name
Nanomaterial characterisation and bioassays data entry templates,1,0.1114827201783724,All,Data Upload License Name
Deep Blue Data Deposit Policy,1,0.1114827201783724,All,Data Upload License Name
License for the Publication of Research Data on “TUHH Open Research” of the Hamburg University of Technology (TUHH),1,0.1114827201783724,All,Data Upload License Name
Submission Terms of Use,1,0.1114827201783724,All,Data Upload License Name
Data Submission agreement,1,0.1114827201783724,All,Data Upload License Name
Image Submission Report 6.5,1,0.1114827201783724,All,Data Upload License Name
GESIS Archive agreement,1,0.1114827201783724,All,Data Upload License Name
Data Repository: Data Producer Agreement,1,0.1114827201783724,All,Data Upload License Name
ICAR Data Licence,1,0.1114827201783724,All,Data Upload License Name
UCT terms of data deposit,1,0.1114827201783724,All,Data Upload License Name
BioStudies Submissions Overview,1,0.1114827201783724,All,Data Upload License Name
HydroShare Publication Agreement,1,0.1114827201783724,All,Data Upload License Name
Legal deposit,1,0.1114827201783724,All,Data Upload License Name
Submit / Archive data,1,0.1114827201783724,All,Data Upload License Name
Instructions for depositing data in Tilburg UniversityDataverse,1,0.1114827201783724,All,Data Upload License Name
Publishing in NDEx,1,0.1114827201783724,All,Data Upload License Name
Data Access and Licenses,1,0.1114827201783724,All,Data Upload License Name
Publicar dades a UPCommons,1,0.1114827201783724,All,Data Upload License Name
Deposit Information,1,0.1114827201783724,All,Data Upload License Name
DCO Open Access and Data Policies,1,0.1114827201783724,All,Data Upload License Name
How to submit data to FITBIR,1,0.1114827201783724,All,Data Upload License Name
Deposition Agreement,1,0.1114827201783724,All,Data Upload License Name
Request to Submit Data,1,0.1114827201783724,All,Data Upload License Name
York University Dataverse Deposit Submission Guide,1,0.1114827201783724,All,Data Upload License Name
Getting your data into LiPD,1,0.1114827201783724,All,Data Upload License Name
Archiving Data,1,0.1114827201783724,All,Data Upload License Name
Data are shared openly,1,0.1114827201783724,All,Data Upload License Name
Depositing Data in uOttawa Dataverse @ Scholars Portal,1,0.1114827201783724,All,Data Upload License Name
Deposit your Data,1,0.1114827201783724,All,Data Upload License Name
McMaster Dataverse Depositor Checklist,1,0.1114827201783724,All,Data Upload License Name
Management Policy,1,0.1114827201783724,All,Data Upload License Name
Sammlung registrieren,1,0.1114827201783724,All,Data Upload License Name
Submit a new bacteriome,1,0.1114827201783724,All,Data Upload License Name
Uploading Data to the Gemma Website,1,0.1114827201783724,All,Data Upload License Name
Submit Studies,1,0.1114827201783724,All,Data Upload License Name
Submission portal,1,0.1114827201783724,All,Data Upload License Name
Data contribution,1,0.1114827201783724,All,Data Upload License Name
data Submission - guidelines,1,0.1114827201783724,All,Data Upload License Name
"Deposit Agreement, Creative Commons License",1,0.1114827201783724,All,Data Upload License Name
Policy - Scholars' Mine Deposit License,1,0.1114827201783724,All,Data Upload License Name
User Guide,1,0.1114827201783724,All,Data Upload License Name
Repository policies - Submission Policy,1,0.1114827201783724,All,Data Upload License Name
Guidelines for Depositors,1,0.1114827201783724,All,Data Upload License Name
Deposit Terms,1,0.1114827201783724,All,Data Upload License Name
Repository mission and policies,1,0.1114827201783724,All,Data Upload License Name
Virginia Tech Data Repository: Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
Research Repository deposit license,1,0.1114827201783724,All,Data Upload License Name
ORDO Depositor Agreement,1,0.1114827201783724,All,Data Upload License Name
Libra Data Public Deposit License,1,0.1114827201783724,All,Data Upload License Name
Handleiding voor het Maken van de Submisson Argreement en Order Agreement,1,0.1114827201783724,All,Data Upload License Name
How to submit proposals,1,0.1114827201783724,All,Data Upload License Name
REBASE Submit Data,1,0.1114827201783724,All,Data Upload License Name
Terms of Reference,1,0.1114827201783724,All,Data Upload License Name
User Manual,1,0.1114827201783724,All,Data Upload License Name
Terms and conditions of submission,1,0.1114827201783724,All,Data Upload License Name
Procedures to Guide External Investigator Access to Clinical Trial Data,1,0.1114827201783724,All,Data Upload License Name
Distribution Licence Agreement,1,0.1114827201783724,All,Data Upload License Name
Submit Additions to Faces Of Fungi Phyla,1,0.1114827201783724,All,Data Upload License Name
Data Submission Policy.,1,0.1114827201783724,All,Data Upload License Name
Publishing data,1,0.1114827201783724,All,Data Upload License Name
Public Domain Dedication,1,0.1114827201783724,All,Data Upload License Name
SADB deposition guide,1,0.1114827201783724,All,Data Upload License Name
Guidance on how to deposit your data or use stored data,1,0.1114827201783724,All,Data Upload License Name
Policies and Procedures,1,0.1114827201783724,All,Data Upload License Name
eBird Media licensing agreement,1,0.1114827201783724,All,Data Upload License Name
How to submit,1,0.1114827201783724,All,Data Upload License Name
How to upload datasets and publications,1,0.1114827201783724,All,Data Upload License Name
Copyright and Citation Policy of Morph·D·Base,1,0.1114827201783724,All,Data Upload License Name
DataSTORRE Deposit Guide,1,0.1114827201783724,All,Data Upload License Name
Illustrations,1,0.1114827201783724,All,Data Upload License Name
ILLINOIS DATA BANK DEPOSIT AGREEMENT,1,0.1114827201783724,All,Data Upload License Name
Information about depositing data,1,0.1114827201783724,All,Data Upload License Name
Deposition License Agreement,1,0.1114827201783724,All,Data Upload License Name
How to guide for submitting Project Proposals,1,0.1114827201783724,All,Data Upload License Name
dbGaP Data Submission Procedures,1,0.1114827201783724,All,Data Upload License Name
Submission policy and guidelines,1,0.1114827201783724,All,Data Upload License Name
University of Reading Research Data Archive Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
Data Deposition,1,0.1114827201783724,All,Data Upload License Name
CITRINE INFORMATICS TERMS OF SERVICE,1,0.1114827201783724,All,Data Upload License Name
Become SGN Editor,1,0.1114827201783724,All,Data Upload License Name
Globus data publication user guide,1,0.1114827201783724,All,Data Upload License Name
OTN Data Policy,1,0.1114827201783724,All,Data Upload License Name
Submitting data to the Cellular Phenotype database,1,0.1114827201783724,All,Data Upload License Name
Information for Depositors,1,0.1114827201783724,All,Data Upload License Name
Data Submission and Reuse Agreement,1,0.1114827201783724,All,Data Upload License Name
Open government licence,1,0.1114827201783724,All,Data Upload License Name
Contribute models,1,0.1114827201783724,All,Data Upload License Name
Submit Your Data to TrichDB,1,0.1114827201783724,All,Data Upload License Name
Submitting Genomic Data,1,0.1114827201783724,All,Data Upload License Name
edition | topoi Copyright Guidelines,1,0.1114827201783724,All,Data Upload License Name
"NIMH Data Archive, Data Submission 
Agreement",1,0.1114827201783724,All,Data Upload License Name
How-to guide data sharing,1,0.1114827201783724,All,Data Upload License Name
How do I get started?,1,0.1114827201783724,All,Data Upload License Name
Deposition agreement,1,0.1114827201783724,All,Data Upload License Name
CZO Data Sharing Guidelines,1,0.1114827201783724,All,Data Upload License Name
Data Submission and  Release on EuPathDB Databases,1,0.1114827201783724,All,Data Upload License Name
Contribute,1,0.1114827201783724,All,Data Upload License Name
Creative Commons — Attribution 4.0 International — CC BY 4.0,1,0.1114827201783724,All,Data Upload License Name
Terms for submitting and using a work,1,0.1114827201783724,All,Data Upload License Name
Submit a Dataset,1,0.1114827201783724,All,Data Upload License Name
Guidelines for the publication of open data in Luxembourg,1,0.1114827201783724,All,Data Upload License Name
TemperateReefBase Data Submission,1,0.1114827201783724,All,Data Upload License Name
terms and conditions,1,0.1114827201783724,All,Data Upload License Name
Data Submission on EuPathDB Databases,1,0.1114827201783724,All,Data Upload License Name
CC-by-3.0,1,0.1114827201783724,All,Data Upload License Name
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,1,0.1114827201783724,All,Data Upload License Name
EMPIAR deposition manual,1,0.1114827201783724,All,Data Upload License Name
Editorial policies,1,0.1114827201783724,All,Data Upload License Name
Data Deposit Policy,1,0.1114827201783724,All,Data Upload License Name
Nutzungsregeln,1,0.1114827201783724,All,Data Upload License Name
RADAR License and User Instructions for Data Providers,1,0.1114827201783724,All,Data Upload License Name
Data Submission Guidelines for the ProteomeXchange Consortium,1,0.1114827201783724,All,Data Upload License Name
Deposit contract,1,0.1114827201783724,All,Data Upload License Name
Plasmid Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
"Creative Commons (CC-BY, CC-SA, CC-NC etc.)",1,0.1114827201783724,All,Data Upload License Name
Deposit research data,1,0.1114827201783724,All,Data Upload License Name
OceanSITES Data Providers’ Guide,1,0.1114827201783724,All,Data Upload License Name
Upload Project,1,0.1114827201783724,All,Data Upload License Name
Datenaufnahme,1,0.1114827201783724,All,Data Upload License Name
RDR help guidance,1,0.1114827201783724,All,Data Upload License Name
Posting rules,1,0.1114827201783724,All,Data Upload License Name
Research Data Deposit policy,1,0.1114827201783724,All,Data Upload License Name
UAL Research Data Management Planning Procedure,1,0.1114827201783724,All,Data Upload License Name
CRC1211 Data Policy,1,0.1114827201783724,All,Data Upload License Name
How to Deposit Your Data,1,0.1114827201783724,All,Data Upload License Name
Common dataset licenses,1,0.1114827201783724,All,Data Upload License Name
Intake document for digital archives,1,0.1114827201783724,All,Data Upload License Name
FAQ Data Management and Privacy,1,0.1114827201783724,All,Data Upload License Name
Agreement and licensing,1,0.1114827201783724,All,Data Upload License Name
User guide Easy Maps v2.0,1,0.1114827201783724,All,Data Upload License Name
SKCDC Data Sharing Agreement,1,0.1114827201783724,All,Data Upload License Name
OpenAQ Terms of Use for Data Publishers,1,0.1114827201783724,All,Data Upload License Name
File Deposit Instructions,1,0.1114827201783724,All,Data Upload License Name
AURIN Data Release Form,1,0.1114827201783724,All,Data Upload License Name
Procedures for importing open datasets from the National Research Council of Thailand,1,0.1114827201783724,All,Data Upload License Name
RADAR4Chem License and User Instructions for Data Providers,1,0.1114827201783724,All,Data Upload License Name
Upload to ODC,1,0.1114827201783724,All,Data Upload License Name
Benutzung des Dokumentenservers,1,0.1114827201783724,All,Data Upload License Name
Submit Model,1,0.1114827201783724,All,Data Upload License Name
Procedure opname BHIC,1,0.1114827201783724,All,Data Upload License Name
User Submission Data Usage Licence Agreement,1,0.1114827201783724,All,Data Upload License Name
LDbase Data Upload User Agreement,1,0.1114827201783724,All,Data Upload License Name
Contributing to the ontology,1,0.1114827201783724,All,Data Upload License Name
RADAR4Culture License and User Instructions for Data Providers,1,0.1114827201783724,All,Data Upload License Name
DANS Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
Supported Licenses,1,0.1114827201783724,All,Data Upload License Name
Déposer des données dans l’espace Dataverse de l’UQTR,1,0.1114827201783724,All,Data Upload License Name
BCCM Deposit Policy,1,0.1114827201783724,All,Data Upload License Name
National Rock and Mineral Fossil Specimen Resource Platform Reservation Service Instructions and Reservation Application Form Download,1,0.1114827201783724,All,Data Upload License Name
Data deposit licence,1,0.1114827201783724,All,Data Upload License Name
Depositing Data in Concordia Dataverse,1,0.1114827201783724,All,Data Upload License Name
Déposer vos données dans la collection de l’INRS de Borealis,1,0.1114827201783724,All,Data Upload License Name
Déposer des données dans l’espace Dataverse de l’UQAC,1,0.1114827201783724,All,Data Upload License Name
Directives pour le dépôt dans l’espace Dataverse de l’UQAM,1,0.1114827201783724,All,Data Upload License Name
MacEwan University Library Dataverse Deposit Guidelines,1,0.1114827201783724,All,Data Upload License Name
Data we Collect,1,0.1114827201783724,All,Data Upload License Name
Deposit Guidelines for Memorial University Dataverse,1,0.1114827201783724,All,Data Upload License Name
Deposit Guidelines,1,0.1114827201783724,All,Data Upload License Name
Instructivo Autor “Autoarchivo”,1,0.1114827201783724,All,Data Upload License Name
Acuerdo de publicación de datos de investigación,1,0.1114827201783724,All,Data Upload License Name
Submit Your Research,1,0.1114827201783724,All,Data Upload License Name
Licencia y autorización para publicar obras en el Repositorio Institucional UN,1,0.1114827201783724,All,Data Upload License Name
Termos de uso e licenças,1,0.1114827201783724,All,Data Upload License Name
Mason Archival Repository Service (MARS) Dataverse Dataset Public Deposit License,1,0.1114827201783724,All,Data Upload License Name
Deposit rules,1,0.1114827201783724,All,Data Upload License Name
Come pubblicare nel MOD,1,0.1114827201783724,All,Data Upload License Name
"Licence Creative Commons, Etalab, Open, Copywrite",1,0.1114827201783724,All,Data Upload License Name
Data Provider Form,1,0.1114827201783724,All,Data Upload License Name
Submit a Record,1,0.1114827201783724,All,Data Upload License Name
Publish & describe resources,1,0.1114827201783724,All,Data Upload License Name
Dataset specific creative commons licenses,1,0.1114827201783724,All,Data Upload License Name
Uploading Dataset,1,0.1114827201783724,All,Data Upload License Name
Querés subir tu datos?,1,0.1114827201783724,All,Data Upload License Name
Guía para subir documentos en Bulería,1,0.1114827201783724,All,Data Upload License Name
Dataset Upload Account Request,1,0.1114827201783724,All,Data Upload License Name
§ 3 Storage and sharing of Research Data,1,0.1114827201783724,All,Data Upload License Name
Submit your data to OPGC,1,0.1114827201783724,All,Data Upload License Name
Scholar Submit Terms & Conditions,1,0.1114827201783724,All,Data Upload License Name
Deposit in RODIN,1,0.1114827201783724,All,Data Upload License Name
OBIA Data Submission,1,0.1114827201783724,All,Data Upload License Name
"Conditions d’utilisation de Borealis, le dépôt Dataverse canadien",1,0.1114827201783724,All,Data Upload License Name
Instruction to authors,1,0.1114827201783724,All,Data Upload License Name
Collaboration Policy,1,0.1114827201783724,All,Data Upload License Name
Generic Sequence Submission,1,0.1114827201783724,All,Data Upload License Name
Data Submission Agreement,1,0.1114827201783724,All,Data Upload License Name
Depositing Instructions,1,0.1114827201783724,All,Data Upload License Name
Depósitos en el Repositorio Institucional de la ANID,1,0.1114827201783724,All,Data Upload License Name
For Authors,1,0.1114827201783724,All,Data Upload License Name
Instrukcja samodeponowania publikacji w Repozytorium UJK,1,0.1114827201783724,All,Data Upload License Name
depositing data,1,0.1114827201783724,All,Data Upload License Name
Derechos de autor,1,0.1114827201783724,All,Data Upload License Name
Submission of datasets to PIDAR,1,0.1114827201783724,All,Data Upload License Name
"CC Licenses for Data Upload (CC-0, CC-BY, CC-BY-SA, CC-BY-NC, CC-BY-NC-SA)",1,0.1114827201783724,All,Data Upload License Name
CC-0 License for Metadata Upload,1,0.1114827201783724,All,Data Upload License Name
Policy for depositing data in the Repository,1,0.1114827201783724,All,Data Upload License Name
Creative Commons CC BY  4.0,1,0.1114827201783724,All,Data Upload License Name
Deposit policies,1,0.1114827201783724,All,Data Upload License Name
For authors and depositors,1,0.1114827201783724,All,Data Upload License Name
Nightingale Data Use Agreement,1,0.1114827201783724,All,Data Upload License Name
Déposer des données dans la collection Borealis de l’Université du Québec à Rimouski,1,0.1114827201783724,All,Data Upload License Name
Data Contribution,1,0.1114827201783724,All,Data Upload License Name
Handreichung für Autor:innen,1,0.1114827201783724,All,Data Upload License Name
Submit Sequences,1,0.1114827201783724,All,Data Upload License Name
National Health and Disease Human Brain Tissue Repository Donor Informed Consent Form,1,0.1114827201783724,All,Data Upload License Name
Share,1,0.1114827201783724,All,Data Upload License Name
Submit Content,1,0.1114827201783724,All,Data Upload License Name
Submission to ClinVar,1,0.1114827201783724,All,Data Upload License Name
Submitting Data to Facebase,1,0.1114827201783724,All,Data Upload License Name
RosDok - Genehmigung zur digitalen Publikation im Internet,1,0.1114827201783724,All,Data Upload License Name
Policy for submitting a dataset,1,0.1114827201783724,All,Data Upload License Name
Management Policy of the Institutional Repository “KTISIS”,1,0.1114827201783724,All,Data Upload License Name
Submit new data,1,0.1114827201783724,All,Data Upload License Name
Guideline of Registration,1,0.1114827201783724,All,Data Upload License Name
"Upload DataBase Policies: Lineamientos para la integración y publicación de las colecciones universitarias digitales en el Portal de Datos Abiertos UNAM, Colecciones Universitarias",1,0.1114827201783724,All,Data Upload License Name
Subir material,1,0.1114827201783724,All,Data Upload License Name
AmeriFlux Data Contributor Policy,1,0.1114827201783724,All,Data Upload License Name
Open Access License Agreement,1,0.1114827201783724,All,Data Upload License Name
Ebola Data Platform Terms of Submission,1,0.1114827201783724,All,Data Upload License Name
IDDO Terms of Submission,1,0.1114827201783724,All,Data Upload License Name
Open Data license,1,0.1114827201783724,All,Data Upload License Name
Nutzungsvereinbarung für data_UMR,1,0.1114827201783724,All,Data Upload License Name
Terms of contract,1,0.1114827201783724,All,Data Upload License Name
Daten-Veröffentlichung mit open enventory teilen,1,0.1114827201783724,All,Data Upload License Name
Terms of Use Smithsonian Figshare for Institutions,1,0.1114827201783724,All,Data Upload License Name
Publishing Policy,1,0.1114827201783724,All,Data Upload License Name
How to deposit,1,0.1114827201783724,All,Data Upload License Name
University of Victoria DataverseLogo for Borealis: The Canadian Dataverse Repository Collection Deposit Guidelines,1,0.1114827201783724,All,Data Upload License Name
How to Submit Data,1,0.1114827201783724,All,Data Upload License Name
DaRUS Terms of Use,1,0.1114827201783724,All,Data Upload License Name
UC San Diego Library Deposit Terms of Agreement,1,0.1114827201783724,All,Data Upload License Name
Submission of research data from human subjects,1,0.1114827201783724,All,Data Upload License Name
Data Policy  Marine Data Archive (MDA) version 2.3,1,0.1114827201783724,All,Data Upload License Name
Data licences,1,0.1114827201783724,All,Data Upload License Name
Licence Agreement,1,0.1114827201783724,All,Data Upload License Name
Déposer des données dans l’espace Dataverse de l’Université de Montréal,1,0.1114827201783724,All,Data Upload License Name
Process for transferring research data to Research Data York,1,0.1114827201783724,All,Data Upload License Name
Norms of Use,1,0.1114827201783724,All,Data Upload License Name
Promote Resources Info,1,0.1114827201783724,All,Data Upload License Name
"Summary of Policies, Deposit",1,0.1114827201783724,All,Data Upload License Name
Privacy Policy,1,0.1114827201783724,All,Data Upload License Name
Author Rights,1,0.1114827201783724,All,Data Upload License Name
DRUM Distribution License,1,0.1114827201783724,All,Data Upload License Name
How to submit a dataset to Kinsources,1,0.1114827201783724,All,Data Upload License Name
Daten-Veröffentlichung teilen,1,0.1114827201783724,All,Data Upload License Name
NIH COVID-19 Data Warehouse Data Transfer Agreement (“Agreement”),1,0.1114827201783724,All,Data Upload License Name
Upload data,1,0.1114827201783724,All,Data Upload License Name
DataverseNO Deposit agreement,1,0.1114827201783724,All,Data Upload License Name
CC-BY-4.0,1,0.1114827201783724,All,Data Upload License Name
CC-BY-NC-4.0,1,0.1114827201783724,All,Data Upload License Name
CC0-1.0,1,0.1114827201783724,All,Data Upload License Name
get involved,1,0.1114827201783724,All,Data Upload License Name
Submitting Data to BALSA,1,0.1114827201783724,All,Data Upload License Name
Policy re: data contributions,1,0.1114827201783724,All,Data Upload License Name
Step 5: Publishing and Registration,1,0.1114827201783724,All,Data Upload License Name
AUB ScholarWorks Repository Submission Guidelines,1,0.1114827201783724,All,Data Upload License Name
Creative Commons licence,1,0.1114827201783724,All,Data Upload License Name
Etalab,1,0.1114827201783724,All,Data Upload License Name
Publish the dataset in DiVA,1,0.1114827201783724,All,Data Upload License Name
Data submission to DRA,1,0.1114827201783724,All,Data Upload License Name
PubData Agreement Archiving Research Data and PubData Agreement Publication Research Data,1,0.1114827201783724,All,Data Upload License Name
Deposit instructions,1,0.1114827201783724,All,Data Upload License Name
deposit or donate your valuable bioresources to RIKEN BRC,1,0.1114827201783724,All,Data Upload License Name
Depositing animals or reagents at the EXRC,1,0.1114827201783724,All,Data Upload License Name
Water DAMS Data Management and Best Practices for Submitters and Curators,1,0.1114827201783724,All,Data Upload License Name
Data Deposit Form,1,0.1114827201783724,All,Data Upload License Name
Preservation Policy,1,0.1114827201783724,All,Data Upload License Name
open data licenses,1,0.1114827201783724,All,Data Upload License Name
Authorisation for depositing documents into the Institutional Repository of the URV,1,0.1114827201783724,All,Data Upload License Name
Formulario de autorización de depósito,1,0.1114827201783724,All,Data Upload License Name
Data submission and usage,1,0.1114827201783724,All,Data Upload License Name
Lizenz und Nutzungshinweise für Datengeberinnen und Datengeber von RADAR4Culture,1,0.1114827201783724,All,Data Upload License Name
WashU Research Data Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
General policies,1,0.1114827201783724,All,Data Upload License Name
General Procedure for Data Depositors,1,0.1114827201783724,All,Data Upload License Name
Legal Uploading,1,0.1114827201783724,All,Data Upload License Name
CC-BY-NC 4.0,1,0.1114827201783724,All,Data Upload License Name
SODHA Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
Lincoln University Data@Lincoln Deposit Licence,1,0.1114827201783724,All,Data Upload License Name
TRR228 Data Policy Agreement,1,0.1114827201783724,All,Data Upload License Name
README files for Data and Datasets,1,0.1114827201783724,All,Data Upload License Name
Data publication,1,0.1114827201783724,All,Data Upload License Name
Custom,1,0.1114827201783724,All,Data Upload License Name
Upload Guide,1,0.1114827201783724,All,Data Upload License Name
Terms of Conditions,1,0.1114827201783724,All,Data Upload License Name
Chesapeake Bay Program Guidance for Data Management,1,0.1114827201783724,All,Data Upload License Name
FAIRDOM Commons for Systems Biology,1,0.1114827201783724,All,Data Upload License Name
Acknowledgement and Reference Policy,1,0.1114827201783724,All,Data Upload License Name
Daten sichern,1,0.1114827201783724,All,Data Upload License Name
HLSP Contributor Guide,1,0.1114827201783724,All,Data Upload License Name
Data Submission guidelines,1,0.1114827201783724,All,Data Upload License Name
Apache License 2.0,1,0.1114827201783724,All,Data Upload License Name
NCBI taxonomy handbook,1,0.1114827201783724,All,Data Upload License Name
License,1,0.1114827201783724,All,Data Upload License Name
Rules of procedure,1,0.1114827201783724,All,Data Upload License Name
Deposit of material,1,0.1114827201783724,All,Data Upload License Name
Duomenų deponavimas LiDA Dataverse talpykloje,1,0.1114827201783724,All,Data Upload License Name
Policies,1,0.1114827201783724,All,Data Upload License Name
User guides for PHAIDRA,1,0.1114827201783724,All,Data Upload License Name
Data Deposit Requirements of Selected Science Journals,1,0.1114827201783724,All,Data Upload License Name
Transfer and License Agreement for the scientific use of the archive materials,1,0.1114827201783724,All,Data Upload License Name
Transfer and License Agreement for the use of the archive materials under the Creative Commons Attribution 4.0 International Public License (CC BY),1,0.1114827201783724,All,Data Upload License Name
Disclaimer,1,0.1114827201783724,All,Data Upload License Name
Guidelines for Depositing Data,1,0.1114827201783724,All,Data Upload License Name
Clarin Template for Depositor Agreements,1,0.1114827201783724,All,Data Upload License Name
Depositor-Archivist Agreement DOBES-DAA-V1,1,0.1114827201783724,All,Data Upload License Name
DOBES Code of Conduct v2,1,0.1114827201783724,All,Data Upload License Name
Datenübernahmerichtlinien des Leibniz-Instituts für Deutsche Sprache,1,0.1114827201783724,All,Data Upload License Name
How can I submit my research data?,1,0.1114827201783724,All,Data Upload License Name
Depositing data into ICPSR,1,0.1114827201783724,All,Data Upload License Name
Roper Center Transparency and Acquisition Policy,1,0.1114827201783724,All,Data Upload License Name
Upload and Contribute to tDAR,1,0.1114827201783724,All,Data Upload License Name
Submitt a Proposal,1,0.1114827201783724,All,Data Upload License Name
Contribute to the BioGRID,1,0.1114827201783724,All,Data Upload License Name
Tree of Life Use of Contributions,1,0.1114827201783724,All,Data Upload License Name
Ways to Contribute to the Tree of Life,1,0.1114827201783724,All,Data Upload License Name
DUA Compliance,1,0.1114827201783724,All,Data Upload License Name
Your content contributed to the site,1,0.1114827201783724,All,Data Upload License Name
Projects and Partners,1,0.1114827201783724,All,Data Upload License Name
archive policy,1,0.1114827201783724,All,Data Upload License Name
Terms And Conditions,1,0.1114827201783724,All,Data Upload License Name
Personal Package Archive eligibility,1,0.1114827201783724,All,Data Upload License Name
Account Terms,1,0.1114827201783724,All,Data Upload License Name
Depositing data in the LiDA Dataverse repository,1,0.1114827201783724,All,Data Upload License Name
Déposer ses données,1,0.1114827201783724,All,Data Upload License Name
Creative Commons license,1,0.1114827201783724,All,Data Upload License Name
About ESTs - How to submit data,1,0.1114827201783724,All,Data Upload License Name
BRENDA input,1,0.1114827201783724,All,Data Upload License Name
Submit contents,1,0.1114827201783724,All,Data Upload License Name
University of Cambridge Repository Deposit Licence Agreement,1,0.1114827201783724,All,Data Upload License Name
General guidelines for Data Submission,1,0.1114827201783724,All,Data Upload License Name
Guidelines,1,0.1114827201783724,All,Data Upload License Name
What to contribute,1,0.1114827201783724,All,Data Upload License Name
Division of Ocean Sciences (OCE) Sample and Data Policy,1,0.1114827201783724,All,Data Upload License Name
